global_rank,global_candidate_count,canonical_key,global_priority_score,maximum_domain_score,domain_breadth_bonus,domain_count,assigned_domains,strongest_domain,domain_rankings,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,discovery_queries,admission_state
203,1303,doi:10.1007/978-3-642-21729-6_101,9.977121,9.977121,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":45,""domain_score"":9.977121}]",A Modified Beer-Lambert Model of Skin Diffuse Reflectance for the Determination of Melanin Pigments,2011,"[""A. F. M. Hani"",""H. Nugroho"",""N. Mohd Noor"",""K. F. Rahim"",""R. Baba""]",10.1007/978-3-642-21729-6_101,,,IFMBE Proceedings 5th Kuala Lumpur International Conference on Biomedical Engineering 2011,book-chapter,2,False,https://doi.org/10.1007/978-3-642-21729-6_101,"[""QF-001""]","[""skin diffuse reflectance forward model melanin hemoglobin scattering""]",UNSCREENED_NOT_ADMITTED
204,1303,doi:10.11606/t.76.2021.tde-02092021-160416,9.977121,9.977121,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":46,""domain_score"":9.977121}]",Monte Carlo simulations to investigate light coupling with optical skin phantom,,"[""Thereza Cury Fortunato""]",10.11606/t.76.2021.tde-02092021-160416,,,,dissertation,2,False,https://doi.org/10.11606/t.76.2021.tde-02092021-160416,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance""]",UNSCREENED_NOT_ADMITTED
205,1303,doi:10.1109/photonics.2010.5698746,9.977121,9.477121,0.5,3,"[""fisher_information_and_cramer_rao_skin_imaging"",""melanin_hemoglobin_and_scattering_identifiability"",""multispectral_band_selection_and_measurement_design""]",melanin_hemoglobin_and_scattering_identifiability,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":33,""domain_score"":6.977121},{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":13,""domain_score"":9.477121},{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":57,""domain_score"":6.977121}]","Physics and physiologically based image processing based on separation of hemoglobin, melanin and shading information in the skin image",2010,"[""Norimichi Tsumura""]",10.1109/photonics.2010.5698746,,,2010 IEEE Photinic Society's 23rd Annual Meeting,proceedings-article,2,False,https://doi.org/10.1109/photonics.2010.5698746,"[""QF-003"",""QF-007"",""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin"",""melanin hemoglobin scattering identifiability skin spectroscopy"",""multispectral band selection melanin hemoglobin skin""]",UNSCREENED_NOT_ADMITTED
206,1303,doi:10.1109/cvcs.2013.6626288,9.94897,9.69897,0.25,2,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":26,""domain_score"":9.69897},{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":8,""domain_score"":9.69897}]",To develop a method of estimating spectral reflectance from camera RGB values,2013,"[""Radovan Slavuj"",""Phil Green""]",10.1109/cvcs.2013.6626288,,,2013 Colour and Visual Computing Symposium (CVCS),proceedings-article,4,False,https://doi.org/10.1109/cvcs.2013.6626288,"[""QF-005"",""QF-006""]","[""RGB camera response human skin reflectance spectra"",""camera spectral sensitivity human skin reflectance operator"",""human skin camera metamerism spectral reconstruction RGB"",""skin reflectance spectrum recovery from camera RGB""]",UNSCREENED_NOT_ADMITTED
207,1303,doi:10.3171/jns.1968.29.2.0199,9.931364,9.931364,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":24,""domain_score"":9.931364}]",Metameric Spinal Cord and Skin Hemangiomas,1968,"[""Alvin Szojchet""]",10.3171/jns.1968.29.2.0199,,,Journal of Neurosurgery,journal-article,26,False,https://doi.org/10.3171/jns.1968.29.2.0199,"[""QF-006""]","[""metameric skin spectra camera spectral sensitivity""]",UNSCREENED_NOT_ADMITTED
208,1303,doi:10.1117/1.jbo.27.6.060901,9.861728,9.861728,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":25,""domain_score"":9.861728}]",Hyperspectral and multispectral image processing for gross-level tumor detection in skin lesions: a systematic review.,2022,"[""Aloupogianni E"",""Ishikawa M"",""Kobayashi N"",""Obi T.""]",10.1117/1.jbo.27.6.060901,35676751,,,,22,True,https://europepmc.org/article/MED/35676751,"[""QF-006""]","[""human skin camera metamerism spectral reconstruction RGB""]",UNSCREENED_NOT_ADMITTED
209,1303,doi:10.1007/s40820-023-01099-1,9.822219,9.822219,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":4,""domain_score"":9.822219}]",Tailoring Food Biopolymers into Biogels for Regenerative Wound Healing and Versatile Skin Bioelectronics.,2023,"[""Zeng Q"",""Peng Q"",""Wang F"",""Shi G"",""Haick H"",""Zhang M.""]",10.1007/s40820-023-01099-1,37286816,,,,20,True,https://europepmc.org/article/MED/37286816,"[""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
210,1303,doi:10.1002/mp.15630,9.822219,9.822219,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":1,""domain_score"":9.822219}]",Cervical optical coherence tomography image classification based on contrastive self‐supervised texture learning,2022,"[""Kaiyi Chen"",""Qingbin Wang"",""Yutao Ma""]",10.1002/mp.15630,,,Medical Physics,journal-article,20,True,https://doi.org/10.1002/mp.15630,"[""QF-014""]","[""skin optical physics clinical image classification""]",UNSCREENED_NOT_ADMITTED
211,1303,doi:10.1080/713818667,9.80103,9.80103,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":9,""domain_score"":9.80103}]",A Photoelectric Spectrophotometer and Tristimulus Colorimeter Designed for Teaching and Research,1954,"[""W.D. Wright""]",10.1080/713818667,,,Optica Acta: International Journal of Optics,journal-article,19,False,https://doi.org/10.1080/713818667,"[""QF-009""]","[""colorimeter spectrophotometer skin tone agreement""]",UNSCREENED_NOT_ADMITTED
212,1303,doi:10.2172/15002102,9.80103,9.80103,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":49,""domain_score"":9.80103}]","Reflectance, Optical Properties, and Stability of Molybdenum/Strontium and Molybdenum/Yttrium Multilayer Mirrors",2002,"[""Benjawan Kjornrattanawanich""]",10.2172/15002102,,,,report,1,False,https://doi.org/10.2172/15002102,"[""QF-001""]","[""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
213,1303,doi:10.1117/12.586810,9.778151,9.778151,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":7,""domain_score"":9.778151}]",Estimation of fluorescent scene illuminant by a spectral camera system,2005,"[""Shoji Tominaga"",""Hideo Haraguchi""]",10.1117/12.586810,,,"SPIE Proceedings Color Imaging X: Processing, Hardcopy, and Applications",proceedings-article,5,False,https://doi.org/10.1117/12.586810,"[""QF-005""]","[""camera illuminant spectral observation model skin""]",UNSCREENED_NOT_ADMITTED
214,1303,doi:10.1117/1.jbo.31.3.030901,9.75,8.5,1.25,6,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators"",""multispectral_band_selection_and_measurement_design"",""skin_reflectance_inverse_models"",""skin_tissue_optical_forward_models"",""spectral_reflectance_geometry_and_dimension""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":79,""domain_score"":6.0},{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":69,""domain_score"":6.0},{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":24,""domain_score"":8.5},{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":90,""domain_score"":6.0},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":83,""domain_score"":6.0},{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":45,""domain_score"":8.5}]",Medical hyperspectral imaging: an updated review of technology advancements and biomedical applications.,2026,"[""Tran MH"",""Ma L"",""Yuan M"",""Fei B.""]",10.1117/1.jbo.31.3.030901,41867475,,,,0,True,https://europepmc.org/article/MED/41867475,"[""QF-001"",""QF-002"",""QF-004"",""QF-005"",""QF-006"",""QF-007""]","[""RGB camera response human skin reflectance spectra"",""body site conditioned skin reflectance spectrum dimension"",""human skin reflectance spectra principal component analysis"",""intrinsic dimension human skin spectral reflectance"",""inverse model skin reflectance chromophore concentration"",""measurement design skin chromophore spectral imaging"",""multispectral band selection melanin hemoglobin skin"",""optimal wavelength selection skin reflectance spectroscopy"",""skin diffuse reflectance forward model melanin hemoglobin scattering"",""skin reflectance spectrum recovery from camera RGB"",""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
215,1303,doi:10.1046/j.1365-2230.2002.01024.x,9.748188,9.748188,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":7,""domain_score"":9.748188}]",Skin as a route of exposure to protein allergens,2002,"[""C. K. Smith Pease"",""I. R. White"",""D. A. Basketter""]",10.1046/j.1365-2230.2002.01024.x,,,Clinical and Experimental Dermatology,journal-article,55,False,https://doi.org/10.1046/j.1365-2230.2002.01024.x,"[""QF-010""]","[""skin photography capture variability exposure white balance""]",UNSCREENED_NOT_ADMITTED
216,1303,doi:10.1016/j.prrv.2023.12.006,9.730449,9.730449,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":10,""domain_score"":9.730449}]",Racial and skin color mediated disparities in pulse oximetry in infants and young children.,2024,"[""Sharma M"",""Brown AW"",""Powell NM"",""Rajaram N"",""Tong L"",""Mourani PM"",""Schootman M.""]",10.1016/j.prrv.2023.12.006,38233229,,,,16,True,https://europepmc.org/article/MED/38233229,"[""QF-009""]","[""individual typology angle validity skin color measurement""]",UNSCREENED_NOT_ADMITTED
217,1303,doi:10.1109/icip.2017.8296340,9.727121,9.477121,0.25,2,"[""camera_metamerism_and_spectral_reconstruction"",""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":59,""domain_score"":6.977121},{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":10,""domain_score"":9.477121}]","Camera spectral sensitivity, illumination and spectral reflectance estimation for a hybrid hyperspectral image capture system",2017,"[""Lin Zhang"",""Ying Fu"",""Yinqiang Zheng"",""Hua Huang""]",10.1109/icip.2017.8296340,,,2017 IEEE International Conference on Image Processing (ICIP),proceedings-article,2,False,https://doi.org/10.1109/icip.2017.8296340,"[""QF-005"",""QF-006""]","[""camera spectral sensitivity human skin reflectance operator"",""metameric skin spectra camera spectral sensitivity""]",UNSCREENED_NOT_ADMITTED
218,1303,doi:10.1145/882262.882344,9.70412,9.70412,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":5,""domain_score"":9.70412}]",Image-based skin color and texture analysis/synthesis by extracting hemoglobin and melanin information in the skin,2003,"[""Norimichi Tsumura"",""Nobutoshi Ojima"",""Kayoko Sato"",""Mitsuhiro Shiraishi"",""Hideto Shimizu"",""Hirohide Nabeshima"",""Syuuichi Akazaki"",""Kimihiko Hori"",""Yoichi Miyake""]",10.1145/882262.882344,,,ACM Transactions on Graphics,journal-article,159,True,https://doi.org/10.1145/882262.882344,"[""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
219,1303,doi:10.3390/antiox13070770,9.70412,9.70412,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":11,""domain_score"":9.70412}]",Intradermal Treatment with a Hyaluronic Acid Complex Supplemented with Amino Acids and Antioxidant Vitamins Improves Cutaneous Hydration and Viscoelasticity in Healthy Subjects.,2024,"[""Siquier-Dameto G"",""Boadas-Vaello P"",""Verdú E.""]",10.3390/antiox13070770,39061838,,,,15,True,https://europepmc.org/article/MED/39061838,"[""QF-009""]","[""skin color measurement body site variability ITA""]",UNSCREENED_NOT_ADMITTED
220,1303,doi:10.1016/j.clindermatol.2024.06.015,9.69897,9.69897,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":28,""domain_score"":9.69897}]",Artificial intelligence and skin melanoma,2024,"[""Nick J. Levell"",""Lucy Thomas""]",10.1016/j.clindermatol.2024.06.015,,,Clinics in Dermatology,journal-article,4,False,https://doi.org/10.1016/j.clindermatol.2024.06.015,"[""QF-011""]","[""dermatology artificial intelligence skin tone performance disparity""]",UNSCREENED_NOT_ADMITTED
221,1303,doi:10.5244/c.26.105,9.69897,9.69897,0.0,1,"[""dermatology_dataset_duplicates_labels_and_quality""]",dermatology_dataset_duplicates_labels_and_quality,"[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_candidate_count"":93,""domain_rank"":7,""domain_score"":9.69897}]",Finding Groups of Duplicate Images In Very Large Dataset,2012,"[""Winn Voravuthikunchai"",""Bruno Cremilleux"",""Frederic Jurie""]",10.5244/c.26.105,,,Procedings of the British Machine Vision Conference 2012,proceedings-article,4,False,https://doi.org/10.5244/c.26.105,"[""QF-012""]","[""dermatology dataset duplicate images label quality""]",UNSCREENED_NOT_ADMITTED
222,1303,doi:10.1117/12.587934,9.69897,9.69897,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":8,""domain_score"":9.69897}]",Skin color constancy for illumination invariant skin segmentation,2005,"[""Rajkiran Gottumukkal"",""Vijayan Asari""]",10.1117/12.587934,,,SPIE Proceedings Image and Video Communications and Processing 2005,proceedings-article,4,False,https://doi.org/10.1117/12.587934,"[""QF-010""]","[""skin image color constancy camera lighting domain shift""]",UNSCREENED_NOT_ADMITTED
223,1303,doi:10.1021/ed041p615,9.676091,9.676091,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":12,""domain_score"":9.676091}]",Demonstrating Job's method with colorimeter or spectrophotometer,1964,"[""Walter R. Carmody""]",10.1021/ed041p615,,,Journal of Chemical Education,journal-article,14,False,https://doi.org/10.1021/ed041p615,"[""QF-009""]","[""colorimeter spectrophotometer skin tone agreement""]",UNSCREENED_NOT_ADMITTED
224,1303,doi:10.1038/s41591-023-02540-z,9.664353,9.664353,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":4,""domain_score"":9.664353}]",External validation of AI models in health should be replaced with recurring local validation,2023,"[""Alexey Youssef"",""Michael Pencina"",""Anshul Thakur"",""Tingting Zhu"",""David Clifton"",""Nigam H. Shah""]",10.1038/s41591-023-02540-z,,,Nature Medicine,journal-article,145,False,https://doi.org/10.1038/s41591-023-02540-z,"[""QF-013""]","[""dermatology AI pathology confirmed external validation""]",UNSCREENED_NOT_ADMITTED
